0.00000000000000E+00,0.00000000000000E+00
-1.37787189953391E+04,2.05246790442222E+03
-1.72615510053968E+03,5.37379623620926E+02
-5.08550988201838E+02,2.41069658041067E+02
-2.11478537074702E+02,1.36327415851527E+02
-1.05949364654249E+02,8.80289675365222E+01
-5.97230778213336E+01,6.17487075034248E+01
-3.65230868522804E+01,4.56294451516704E+01
-2.36491425018358E+01,3.48878548044834E+01
-1.59164096648042E+01,2.73787240461352E+01
-1.09884086448096E+01,2.20007617924782E+01
-7.72487114175011E+00,1.80744920026378E+01
-5.51244959363962E+00,1.51231245422430E+01
-3.98115256787809E+00,1.28155371040026E+01
-2.89042439037262E+00,1.09479293084722E+01
-2.08571948659665E+00,9.41262773493944E+00
-1.47554046565140E+00,8.15258528863505E+00
-1.00942945093921E+00,7.12239234407384E+00
-6.56564712374600E-01,6.27206714392266E+00
-3.91379662160236E-01,5.55237202713564E+00
-1.89448826184463E-01,4.92718841954888E+00
-3.04483225814294E-02,4.37863888558847E+00
9.82780257526687E-02,3.90097852150750E+00
2.02029216993644E-01,3.48969669043981E+00
2.82728612969177E-01,3.13490470069688E+00
3.43132672079712E-01,2.82277460245106E+00
3.88195474404084E-01,2.54156611000693E+00
4.23379851390671E-01,2.28586786532157E+00
4.52194159740500E-01,2.05556983921954E+00
4.75367051217473E-01,1.85126179041240E+00
4.92182587605335E-01,1.67050333856918E+00
5.02529505120399E-01,1.50789373129259E+00
5.07836614476305E-01,1.35812491598079E+00
5.10319006995209E-01,1.21878769915317E+00
5.11505671950330E-01,1.09045740936608E+00
5.11483552167806E-01,9.74357613734965E-01
5.09441186252089E-01,8.69985753070916E-01
5.04861384767046E-01,7.74777070725766E-01
4.98226846405350E-01,6.85795781520195E-01
4.90686156914857E-01,6.01650967195627E-01
4.83123181977314E-01,5.22875459454730E-01
4.75547607591890E-01,4.50605487822738E-01
4.67322595582989E-01,3.84943885663688E-01
4.57930781508595E-01,3.24512279121450E-01
4.47527783146331E-01,2.67455107812675E-01
4.36806784718586E-01,2.12818008335885E-01
4.26372603374307E-01,1.60999890010744E-01
4.16248539578168E-01,1.12955016851264E-01
4.05955870249177E-01,6.89933232998003E-02
3.95040253249756E-01,2.83131828532211E-02
3.83521656547435E-01,-1.03743616178564E-02
3.71861270909261E-01,-4.78038534982784E-02
3.60517862543001E-01,-8.36952780181136E-02
3.49538025580736E-01,-1.17255287024016E-01
3.38557681125073E-01,-1.48101483973006E-01
3.27182592706678E-01,-1.76721690669412E-01
3.15366878315357E-01,-2.04076876848502E-01
3.03437612268673E-01,-2.30779011344107E-01
2.91766813515504E-01,-2.56640365239610E-01
2.80420323020418E-01,-2.80992024327777E-01
2.69113638689083E-01,-3.03426541411867E-01
2.57497874752673E-01,-3.24244375862166E-01
2.45488762145889E-01,-3.44202860302712E-01
2.33327271564245E-01,-3.63842293367450E-01
2.21328856241185E-01,-3.83045866310519E-01
2.09573083709790E-01,-4.01236941466349E-01
1.97829310688182E-01,-4.17997835451710E-01
1.85777998329181E-01,-4.33506929381475E-01
1.73305663917761E-01,-4.48388601609711E-01
1.60591002291161E-01,-4.63141958242601E-01
1.47908223504569E-01,-4.77706356524951E-01
1.35344199736372E-01,-4.91571724261029E-01
1.22701000407885E-01,-5.04310949567051E-01
1.09670619774722E-01,-5.16014653246865E-01
9.61072473894091E-02,-5.27216807297577E-01
8.21342460265161E-02,-5.38395572939240E-01
6.79870093824839E-02,-5.49536470675850E-01
5.37470268199310E-02,-5.60174422391595E-01
3.92230867962623E-02,-5.69865146247409E-01
2.40899590563804E-02,-5.78626540435150E-01
8.14630001986937E-03,-5.86926616853753E-01
-8.55928685977934E-03,-5.95234893686519E-01
-2.58562589209112E-02,-6.03572828559613E-01
-4.37119152248528E-02,-6.11495755136422E-01
-6.23756583427237E-02,-6.18520622368244E-01
-8.22740899375671E-02,-6.24584092975935E-01
-1.03765722233030E-01,-6.30086508574965E-01
-1.27002544392671E-01,-6.35475873923841E-01
-1.52047564252621E-01,-6.40769061862588E-01
-1.79157496363764E-01,-6.45468266490607E-01
-2.08990192013929E-01,-6.48948114786962E-01
-2.42585505767689E-01,-6.50927176068226E-01
-2.81219202719541E-01,-6.51539170143627E-01
-3.26416351062362E-01,-6.50877603853620E-01
-3.80386002338638E-01,-6.48347677263936E-01
-4.47012954407615E-01,-6.42233908367234E-01
-5.33706780556305E-01,-6.29357812226546E-01
-6.55705436024087E-01,-6.03477545987463E-01
-8.50499459921458E-01,-5.47046061730302E-01
-1.25481114778057E+00,-3.74461944150640E-01
-4.55298639189979E+00,8.80870116129587E+00
3.54268738101036E-02,2.25808865515542E+00
1.20998266736419E-01,1.47192202506898E+00
1.48129710155678E-01,1.10000778227154E+00
1.59617061416656E-01,8.70828580122696E-01
1.64463931360438E-01,7.10104287041297E-01
1.66035771555439E-01,5.88102313437850E-01
1.65961461260219E-01,4.90856844140677E-01
1.64888638991141E-01,4.11178985347784E-01
1.62832253971495E-01,3.44647463424523E-01
1.59646058247923E-01,2.87743771330098E-01
1.55454824289065E-01,2.37491473099498E-01
1.50730918779901E-01,1.91916221682343E-01
1.45961068664190E-01,1.50362744001154E-01
1.41225861240587E-01,1.13028003963516E-01
1.36119968010016E-01,7.99231980822151E-02
1.30137420650177E-01,5.01401836325052E-02
1.23190503601404E-01,2.21268013996136E-02
1.15757132902756E-01,-5.23243906303260E-03
1.08462496390357E-01,-3.17526359840716E-02
1.01444009587868E-01,-5.62274574573749E-02
9.41137500211285E-02,-7.77453951446371E-02
8.56199465902317E-02,-9.68723116038074E-02
7.56490344065400E-02,-1.15481193618747E-01
6.48060752037962E-02,-1.35175908297897E-01
5.41040396631286E-02,-1.55668228447642E-01
4.39065636783456E-02,-1.74768235331058E-01
3.32909021581007E-02,-1.90345039741202E-01
2.05786972943642E-02,-2.02693194095240E-01
4.76995679670681E-03,-2.14964249104674E-01
-1.33692582652069E-02,-2.30691639473856E-01
-3.18136372752947E-02,-2.50106081707665E-01
-4.94085865989222E-02,-2.68663888239794E-01
-6.80567159242204E-02,-2.80131623158160E-01
-9.27910794268349E-02,-2.82929322870282E-01
-1.28776584228358E-01,-2.84720874217450E-01
-1.76868021667020E-01,-2.99500230822029E-01
-2.31897605674462E-01,-3.35101958032056E-01
-2.89043461331776E-01,-3.76180388876540E-01
-3.63809181304190E-01,-3.75077604100622E-01
-5.42547490229707E-01,-2.60320602796909E-01
-1.39133099633280E+00,1.96320011771243E-01
4.89865330646587E-01,2.30680161843065E+00
2.57438041175379E-01,1.44695628515431E+00
1.53593193740185E-01,9.50255278166459E-01
1.80112542498973E-01,5.69152214352388E-01
2.61791557248821E-01,4.59753461009914E-01
2.56327418282742E-01,5.19205241306188E-01
1.82804782535535E-01,4.40800747606405E-01
1.87054054919378E-01,2.56511834885061E-01
2.33786595539912E-01,2.41013641354893E-01
2.00643688633696E-01,2.65306004805370E-01
1.83606849425220E-01,1.50681990405305E-01
2.17209276995697E-01,1.36091730554607E-01
1.83809431611314E-01,1.53599688578966E-01
1.78649722274299E-01,5.22889100242237E-02
1.99234907260464E-01,6.95283293696486E-02
1.65355599913775E-01,4.20652821219369E-02
1.86326239319929E-01,-1.07221368281729E-02
1.69921153491630E-01,2.08471650904803E-02
1.62825069268575E-01,-5.24529625288005E-02
1.70355230346990E-01,-2.76868536654775E-02
1.47427292919369E-01,-7.81831142068098E-02
1.65151104646727E-01,-7.69615254543879E-02
1.38325152681103E-01,-9.87050763304935E-02
1.55029423410626E-01,-1.14812615475185E-01
1.28844059369718E-01,-1.22277965959841E-01
1.43250071028112E-01,-1.46996940548902E-01
1.19232700423195E-01,-1.50804915823406E-01
1.32850714639919E-01,-1.72936202424039E-01
1.09302021989460E-01,-1.79021770024699E-01
1.21603804388976E-01,-1.91534021145877E-01
9.81781703119068E-02,-2.08266528494815E-01
1.08019010669706E-01,-2.07558997007080E-01
8.86373536458499E-02,-2.38986306255199E-01
9.20644555266004E-02,-2.23008261955398E-01
8.16747091257644E-02,-2.63767468581309E-01
7.27523687456084E-02,-2.42213867509211E-01
7.40278206879574E-02,-2.77425786257508E-01
5.35441264241070E-02,-2.72273749513569E-01
6.09810142042739E-02,-2.81519673574617E-01
4.10520717859289E-02,-3.06039992914038E-01
3.88701697422248E-02,-2.87900647310608E-01
3.34068173737240E-02,-3.23578063479473E-01
1.34398653918387E-02,-3.13583978410235E-01
1.77924789327026E-02,-3.21169552302134E-01
-2.32233179046340E-03,-3.47689376982242E-01
-1.20794630485442E-02,-3.27647685274224E-01
-1.42227210533859E-02,-3.54393765778611E-01
-4.01886358049326E-02,-3.60740262519396E-01
-4.51281381169597E-02,-3.46265791068508E-01
-5.77329846724490E-02,-3.78653827328803E-01
-8.65854554025155E-02,-3.72173854612340E-01
-9.37790883843808E-02,-3.64227032633017E-01
-1.17539630074594E-01,-3.94630434489027E-01
-1.55418712385553E-01,-3.79872523884373E-01
-1.77328523547257E-01,-3.69891838515318E-01
-2.26545484103360E-01,-3.92746480197654E-01
-3.10747981833310E-01,-3.61397195541424E-01
-4.45230100552473E-01,-2.91817082049071E-01
-1.61385401152892E+00,2.92190804865712E+00
-1.08329202080853E-02,6.08611994695830E-01
